,index,date,id,title,content,im_votesum,im_votecount,score,version,author,source,userImage,thumbsUpCount,replyContent,repliedAt
1232,,2020-04-16 13:01:33+00:00,,,"Ich möchte etwas Gutes tun, leider lässt sich meine Samsung Uhr nicht integrieren. Das Handy trage ich jedoch weder bei der Arbeit, noch bei der Hausarbeit mit mir rum.",,,1,1.0.6,Tanja Strate,PlayStore,https://lh3.googleusercontent.com/a-/AOh14Gg1qWiLPw4LLwM5Z7oa8v4WxJiqT2ZhWRG23p-u,0.0,,
1115,,2020-04-17 14:15:23+00:00,,,Anzeige der Datenspende funktioniert nicht. Kopplung mit Garmin Fenix 5 klappt anscheinend nicht. STAND 17.04.2020: Kopplung mit Garmin erfolgte nach 5 Tagen am 12.04.2020. Seitdem zeigt die Anzeige der Datenspende 0 Tage.,,,1,1.0.6,ate Hummel,PlayStore,https://lh3.googleusercontent.com/-MLMHhHnC78c/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucm0R-aOaOGvksa7pjFZdNkpSZ-GwQ/photo.jpg,1.0,,
853,,2020-04-21 11:08:45+00:00,,,"Huawei Health nur bedingt nutzbar. Eigentlich gute Idee, aber schlechte Umsetzung. Schade...",,,1,1.0.6,Thorsten Nowack,PlayStore,https://lh3.googleusercontent.com/a-/AOh14GhTW_LmBcRYcnv-sjDziUyqZU5dT1J2BryWpvyo_A,0.0,,
1440,,2020-04-15 05:12:16+00:00,,,"Unbrauchbar, da kein Samsung Health unterstützt wird...",,,1,1.0.6,Daniel K.,PlayStore,https://lh3.googleusercontent.com/-XGHiUcBOu_w/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnPSeu83MTvwYuLDxupyQt6ZHZhgA/photo.jpg,0.0,,
1220,,2020-04-16 13:51:06+00:00,,,Keine deutsche Beschreibung! Tschüss,,,1,1.0.6,Flo Lorenzen,PlayStore,https://lh3.googleusercontent.com/-hoplU2dN5xY/AAAAAAAAAAI/AAAAAAAAABE/AMZuuckXDA2rRom8_zdBLTkOMg19VnPtUA/photo.jpg,0.0,,
1269,,2020-04-16 08:46:04+00:00,,,"UPDATE: Bin nun auch den Umweg über Google fit gegangen. Anmeldung funktionierte sehr gut, allerdings kam kurz darauf eine Sicherheitswarnung von Google, dass sich ein unbekanntes Linux Gerät mit meinem Google- Account eingeloggt hatte. Dies hatte mich etwas irritiert, worauf ich mein Passwort änderte. Datenspende funktioniert nun auch. [alter Eintrag:] Ich benutze eine Samsung Smartwatch, diese wird leider nicht unterstützt. Gefühlt wäre diese meiner Meinung nach doch breit vertreten..?",,,1,1.0.6,Stefan Freudenstein,PlayStore,https://lh3.googleusercontent.com/-kTDo2JIlPRo/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclc37BhBdg_pHXOfetGUj_vKYi1PQ/photo.jpg,2.0,,
989,,2020-04-18 23:19:28+00:00,,,"Ich habe mehr Transparenz erwartet. Ich will wissen, was mit meinen Daten geschieht und was in sie interpretiert wird.",,,2,1.0.6,Gabi Schoenborn,PlayStore,https://lh3.googleusercontent.com/-0dcQAHkmbzI/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnR4l-bRu8tZE8EjEWC8o81n2_GQw/photo.jpg,1.0,,
1619,,2020-04-14 10:58:17+00:00,,,"Bin froh, dass Samsung nicht funktioniert. Sonst käme ich fast in Versuchung meine Daten ebenfalls für die bekannten RKI-Zahlenmanipulationen herzugeben :-)",,,2,1.0.6,Norbert Pausch,PlayStore,https://lh3.googleusercontent.com/a-/AOh14Gi41kbCF7BQ6cDI02pVloL2kMj8qknvcbXmnC_wbyo,0.0,,
1411,,2020-04-15 10:35:38+00:00,,,"Ich würde gerne dazu beitragen zur Datenspende, nur hab ich kein Wearable was dazu benötigt wird. Die Idee an und für sich finde ich gut.",,,2,1.0.6,Heiko Collmann,PlayStore,https://lh3.googleusercontent.com/-fsl6gqXED0Q/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmRXPyT-d8UW2ILi57z8xxlcefJcQ/photo.jpg,0.0,,
1127,,2020-04-17 11:22:11+00:00,,,Ich habe ein Huawei Smartphone und ein Honor Band 4. Leider kann ich das nicht auswählen.,,,2,1.0.6,Marc Hase,PlayStore,https://lh3.googleusercontent.com/a-/AOh14GjFnEVLwEoCjVR5IizaRpYRaN_WWuH28T17-G8rIw,0.0,,
1604,,2020-04-14 11:24:29+00:00,,,Diese App können Benutzer ohne Fitnessarmband leider nicht benutzen,,,2,1.0.6,Dieter Krepel,PlayStore,https://lh3.googleusercontent.com/-FtG9lOYWhJM/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnpq4Q6ffx3nxkIx6eknsmIJ48YJw/photo.jpg,0.0,,
1307,,2020-04-15 22:41:52+00:00,,,"Wenn ich das richtig verstehe klappt es nur in Kombination mit einem Fitness Armband. Das ist in meiner Sicht ein ganz großes Manko. Schritte zählen kann mein Smartphone auch, und das viel genauer als ein Armband, bei Rollator - Benutzung!",,,2,1.0.6,docdo11,PlayStore,https://lh3.googleusercontent.com/a-/AOh14Gh0r-3Tq2qSsSvXK1Y7r9a0liN5ooMTnrBi9IuBiA,0.0,,
1601,,2020-04-14 11:31:20+00:00,,,"Ich bin gerade mal an der Installation angekommen :-(. Der Installationsprozess erzeugt einfach zu viele Fragen. Z.b. Diese: Nachdem ich bestätigt habe, dass meine Daten verwendet werden dürfen, wird ein Button angeboten ""zur datenspende"" . Alles gut soweit. Aber dann lande ich auf: "" verknüpfen Sie Ihr wearable"". Was soll denn das jetzt . Ich habe garkein wearable. Heißt das jetzt dass ich diese App gar nicht nutzen kann? Ist diese Möglichkeit mit dem wearable optional? App löschen?",,,2,1.0.6,Klaus Eltrop,PlayStore,https://lh3.googleusercontent.com/a-/AOh14GgCMFFxx4wWtc-8rAFq51dYHqRV7Z4bpE-uG3cRO4c,4.0,,
847,,2020-04-21 12:29:53+00:00,,,"Ich musste mich um mich in die App einzuloggen mit meinem Google Konto einloggen. Soweit so gut. Leider wird mein !!!aktuelles!!! Passwort nicht als valide erkannt. Ich musste es aus irgendeinem Grund leicht anders schreiben als sonst?? Außerdem habe ich in meinem Google Account die Authentifizierung in zwei Schritten aktiv. Diese müsste ich erst ausschalten damit die Verbindung mit dieser App funktioniert hat. Nun läuft alles aber Mal ganz ehrlich, wer hat sich das bitte ausgedacht?",,,2,1.0.6,Pascale Peter,PlayStore,https://lh3.googleusercontent.com/a-/AOh14GjpeL6MTwa8hwm4fzB4WNRzVpUb1L8LqyM_MUw7Fm4,0.0,,
1540,,2020-04-14 15:20:06+00:00,,,Bei der App fehlt leider Samsung - Gear S3 Daher keine Verwendung möglich - Samsung S10 - Android 10 ebenso bei S9 Plus Samsung Gear S3,,,2,1.0.6,Claus Sämann,PlayStore,https://lh3.googleusercontent.com/-kGkzrV4q8Fg/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucko4kSTWjLerNnp-wuKM-9Vhw23pw/photo.jpg,0.0,,
902,,2020-04-20 13:14:22+00:00,,,"Warum geht die App nur in Verbindung mit einem Wearable, also einer Smartwatch? Wenn Bluetooth an ist und das Smartphone am Körper getragen wird ist doch auch eine Nahfelderkennung möglich. Hatte nicht vor mir ein Wrarable extra zu kaufen und vor allem 24 Stunden am Handgelenk zu tragen. Die Idee der App befürworte ich sehr. Ohne Investition die ich sonst nicht benötige ist so keine Nutzung und Datenspende gegeben...",,,2,1.0.6,Andreas Wiessler,PlayStore,https://lh3.googleusercontent.com/-NldOxDBdtIQ/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuck9YV2klX1WDo_eoEvaQItBK4MipA/photo.jpg,0.0,,
1145,,2020-04-17 08:52:35+00:00,,,Ich finde es sehr schade das kann man nicht mit Samsung Gear verbinden kann.,,,3,1.0.6,Halina Koshtar,PlayStore,https://lh3.googleusercontent.com/-mhkrfaI90Wo/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckRLPHx47njAMg5aI7wMsHnjT_E8A/photo.jpg,0.0,,
1439,,2020-04-15 05:31:38+00:00,,,Man kann ja nicht mal eintragen wenn man wie ich seit Wochen in Quarantäne ist scheinbar nicht wichtig obwohl dadurch die Aktivität sehr eingeschränkt ist,,,3,1.0.6,ute K,PlayStore,https://lh3.googleusercontent.com/-7HRuxs2UAOs/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmMF8m5-h6Y1UfDmXYz1ZJfA_XvWA/photo.jpg,0.0,,
1457,,2020-04-14 21:49:38+00:00,,,Wann kommt die Einbindung für Samsung Galaxy Watch. Ich hoffe das wird bald gelöst.,,,3,1.0.6,Andreas Soff,PlayStore,https://lh3.googleusercontent.com/-8KD85CGGrS0/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclHNGV8nA-hD_SqkUlGmV8reqLItw/photo.jpg,0.0,,
945,,2020-04-19 15:55:31+00:00,,,Mag gut sein. Meine Smartwatch von Huawei ist nicht dabei. Eine chinesische Uhr sucht halt keine chinesische Viren 😂,,,3,1.0.6,Gunnar Nouh,PlayStore,https://lh3.googleusercontent.com/-mbp9m2SSNHI/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclXc-ltXB_V2BKRzRrkUpzo5W0NYw/photo.jpg,0.0,,
1109,,2020-04-17 16:08:42+00:00,,,"Installation mit meiner Garmin Forerunner funktionierte problemlos. Nach einigen Tagen erschien auch in der Anzeige ""3 gespendete Tage"". Seit dem letzten Update steht die Anzeige wieder unverändert auf 0. Daher bin ich mir nicht sicher ob die App an sich voll funktional (und daher auch komplett vertrauensvoll) ist, da sich immer wieder Fehler einschleichen.",,,3,1.0.6,Marco Schrötter,PlayStore,https://lh3.googleusercontent.com/-HnDyyj_6YsE/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuck28jmtAiX-qgOzGIyAfaZEoYINlA/photo.jpg,0.0,,
1344,,2020-04-15 18:41:34+00:00,,,Leider steht Samsung nicht in der Liste der Hersteller. BITTE SCHNELL EINFÜGEN.,,,3,1.0.6,Jens-Uwe Moeschter,PlayStore,https://lh3.googleusercontent.com/-PldtiAO7Ago/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclsBbBlla4Vxr7By5Dq_51xppsx_w/photo.jpg,0.0,,
1280,,2020-04-16 07:52:02+00:00,,,Lässt sich leider nicht mit Samsung Galaxy Watch verbinden. Kein Zugriff auf die Samsung Health App mit Health sync geht es aber umständlich. Health sync kostet aber nach einer Probezeit.,,,3,1.0.6,Peter Schäfer,PlayStore,https://lh3.googleusercontent.com/a-/AOh14Gg-_-X9TnJ0EkkoA7w4oRLWxqMneni3VXC13Iwvg1A,0.0,,
1060,,2020-04-18 07:54:21+00:00,,,"Gute Idee! An der Umsetzung muss weiterentwickelt werden. Leider nicht alle Fitness Apps kompatibel bspw. HUAWEI health. Wäre klasse, wenn HUAWEI aufgenommen wird. Immerhin 21% Marktanteil bei den Smartphones in Deutschland. P. S. HUAWEI HEAKT mit Google fit synchronisiert und mit Google fit angemeldet. Funktioniert aber es werden leider nicht alle Daten von huawei health zu Google fit synchronisiert z. B. Puls. Zumindest sind jetzt 9 Tage gespendet. Hoffe Datenstand ist ausreichend.",,,3,1.0.6,Dirk Burkhart,PlayStore,https://lh3.googleusercontent.com/-CdkCrkOqR_c/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckcZY_R0UseIDolsLUBp-JfgE6aag/photo.jpg,0.0,,
976,,2020-04-19 08:16:27+00:00,,,"Habe die App mit Garmin verbunden. Neben dem Garmin Namen dreht sich nun IMMER ein Kreis mit 2 halbrunden Pfeilen. Klappt der Verbindungsaufbau dann nicht? Was ist zu tun? Nach 2 Tagen wird immer noch angezeigt: gespendete Tage: 0. Inzwischen wird angezeigt ""verbunden"" aber immer noch 0 gespendete Tage....Inzwischen geht es wohl.",,,3,1.0.6,kai uwe,PlayStore,https://lh3.googleusercontent.com/-xcg_LAu1O4s/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnsURKYWb8Y96w5yJyxSVhTSEAsXg/photo.jpg,1.0,,
1045,,2020-04-18 10:53:47+00:00,,,Bitte noch Samsung Health hinzufügen,,,3,1.0.6,Michael Kreher,PlayStore,https://lh3.googleusercontent.com/a-/AOh14Ghk2feYZjozXH_byulznX0DHldLwKlCIGVBtjwaDFI,0.0,,
994,,2020-04-18 21:54:01+00:00,,,Konnte mich mit google fit anmelden aber google fit nimmt meine smartwatch nicht an muss alles eingeben aber da kann die Corona datenspende app nichts für. Ich hätte vielleicht ein Vorschlag wie man das eventuell ändern kann. Könntet ihr das nicht so machen das man sich mit der app per Bluetooth verbinden kann egal welches Gerät es nun ist dann denke ich wären die Daten vielleicht genau also zumindestens bei mir. Bei mir läuft es ja net über smartwatch sondern über mein Handy. Wäre toll😊👍,,,4,1.0.6,hamburger TS,PlayStore,https://lh3.googleusercontent.com/-xgw1k8wj-GQ/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmV-WAASGvHdoEp9Y7K2IJ5lJKXOw/photo.jpg,0.0,,
925,,2020-04-19 22:14:32+00:00,,,"Am 16.04.2020 habe ich die App gelöscht, vorher das Konto getrennt und dann noch einmal neu installiert. Jetzt läuft es seit 3 Tagen.",,,4,1.0.6,Matthias Jeschke,PlayStore,https://lh3.googleusercontent.com/-9qpR2RF47EY/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckPH7KnlcdnEpHr3knpLsMeai5yDA/photo.jpg,0.0,,
822,,2020-04-21 18:47:05+00:00,,,"Die Einbindung einer Samsung Smart Watch funktioniert mit der App Healthsync über Google Fit tadellos. Es fehlt die Möglichkeiten, die übermittelten Daten einzusehen.",,,4,1.0.6,Emad R.,PlayStore,https://lh3.googleusercontent.com/a-/AOh14GgRexk1FNOp3utxGW9ACNbAGWSWo3ylGeUVRx6bVw,1.0,,
1612,,2020-04-14 11:06:08+00:00,,,"Fehler behoben... Intuitiv einfach zu bedienen, transparent.... Google Fit Anbindung fehlgeschlagen, Fehler 403 rate limited exceeded.... Suunto oder Strava wären (für mich) bessere Apps/Portal für die Datenanbindung",,,4,1.0.6,Andre TutNichtsZurSache,PlayStore,https://lh3.googleusercontent.com/a-/AOh14GgPTTciqRdGplobTVSy-cGDBzOnJ9CLK9aBzqBE,0.0,,
1299,,2020-04-15 23:48:56+00:00,,,Gute Idee dahinter. Mit ner Samsung Uhr kann man nur nicht die Daten einfließen lassen.,,,4,1.0.6,Ari Ane,PlayStore,https://lh3.googleusercontent.com/a-/AOh14GiFeCGE-eN00FU-mpdMwMZwapMFPKSFGGpguqYdUA,0.0,,
1236,,2020-04-16 12:33:14+00:00,,,"Ich finde die App gut, aber ich kann nicht meinen Hersteller angeben. Ich benutze die Mi fit App, da ich ein Fitnessarmband von Mi habe. Schöne Grüße",,,4,1.0.6,Marcin Eichler,PlayStore,https://lh3.googleusercontent.com/a-/AOh14GgKLUG1ewSx73a6wobl15oyQ5Y9v23XyVnN_KqV6Q,0.0,,
1184,,2020-04-16 21:30:48+00:00,,,"Ansicht ne super Sache und ich bin auch gerne bereit, meine Daten über diesem Weg zur Verfügung zu stellen. Jedoch wäre ein Anbindung der Mit Fit App noch gut. Die Mi Bänder sind stark verbreitet und ich bin mir sicher, damit würde man nochmal eine große Datenquelle erhalten.",,,4,1.0.6,Ralph Martín Starke,PlayStore,https://lh3.googleusercontent.com/-m8Bd0rUIbuc/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclNTyacan9hXa_2jlNsNWDJ3CsNyA/photo.jpg,1.0,,
909,,2020-04-20 09:53:26+00:00,,,Sehr schade das sich die app nicht mit Samsung Uhren verbinden lässt,,,4,1.0.6,Neili eben,PlayStore,https://lh3.googleusercontent.com/a-/AOh14GjoowvyRw1dOmjcvFl1j_6W5NkRuS_yjvjPn9Izyg,0.0,,
1593,,2020-04-14 11:55:38+00:00,,,Scheint jetzt mit googlefit und ct12 Smartwatches zu funktionieren. Interessant wäre zu wissen wieviele Kontakte wurden registriert (nur Anzahl).,,,4,1.0.6,Thomas Plath,PlayStore,https://lh3.googleusercontent.com/-tnOwC1eQCe8/AAAAAAAAAAI/AAAAAAAAAJ0/AMZuucmefZJlUwdPRI73f1dMkhs6PVFX1w/photo.jpg,0.0,,
921,,2020-04-19 22:36:48+00:00,,,"Die App mag hilfreich sein und ich würde mich gerne beteiligen. Verbindung über Garmin führt zur Anmeldeseite. Problem (Mittlerweile gelöst - siehe unten) Dort erfolgt mit Galaxy S20 Plus keine Akzeptanz der Tastatur. Curser ist im Feld sichtbar, wenn ich jedoch die Mailadresse eingeben möchte erfolgt keine Reaktion. Das Feld bleibt leer. Lösung: SwiftKey Tastatur auf Samsung setzen. Dann für die Tastatur alles zurücksetzen. Dann kann ohne Probleme die Daten Eingabe erfolgen.",,,4,1.0.6,Kalli,PlayStore,https://lh3.googleusercontent.com/-8GBbxW_oGO8/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclpccncC5Poaotb_rntQEv6xDLs4w/photo.jpg,0.0,,
1024,,2020-04-18 15:50:30+00:00,,,"Finde die Idee sehr gut, hat bei mir auf Anhieb geklappt. Super!",,,5,1.0.6,Christian Gerloff,PlayStore,https://lh3.googleusercontent.com/a-/AOh14Gipz4ZmDgPgnxMjkPp-slnAJHjMZK6iaBmddW92dQ,0.0,,
901,,2020-04-20 13:15:01+00:00,,,"Installiert und funktioniert. Hoffentlich findet die App weite Verbreitung, so dass auf dieser Grundlage wissenschaftliche Erkenntnisse zu unser aller Nutzen entstehen.",,,5,1.0.6,Ville Miles,PlayStore,https://lh3.googleusercontent.com/-JWBtRdiQkkk/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuck9SDge_FsZaEuLHkOkRbIoNh14PA/photo.jpg,0.0,,
593,,2020-04-26 20:02:01+00:00,,,"Ernsthaft jetzt mal, scheißt mal auf eure ach so wichtigen Daten. Danach einfach alles ändern und Geräte austauschen😂👌",,,5,1.0.6,Julian ⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻,PlayStore,https://lh3.googleusercontent.com/a-/AOh14GgV2qordVdnpPFPSKppQmtfgnHJOB67BLpohp_xBA,0.0,,
840,,2020-04-21 13:38:48+00:00,,,"Nach 3 Tagen war die Verbindung endlich da und soweit funktioniert es gut. Läuft zuverlässig im Hintergrund und sammelt Daten. Tut also ,was sie will und soll. 😊",,,5,1.0.6,Sa Ri,PlayStore,https://lh3.googleusercontent.com/a-/AOh14GjNhikt0HdVRLM5YEKrJR2lv5Basc8IWc-qkA9yIQ,0.0,,
1044,,2020-04-18 10:56:19+00:00,,,Was tun wenn man keine Smartwatch hat?,,,5,1.0.6,Ranger 1623,PlayStore,https://lh3.googleusercontent.com/a-/AOh14GhD2ZYeCZtkgQly9f7aE02s5bYNJ25SuSszsmf-NQ,0.0,,
1016,,2020-04-18 16:44:54+00:00,,,Macht was sie soll...danke RKI,,,5,1.0.6,Lite ning,PlayStore,https://lh3.googleusercontent.com/a-/AOh14GhmTCALxHjgJdAhjcJt429YzTWbRtp2rhoiBLGlfQ,0.0,,
1072,,2020-04-17 23:16:10+00:00,,,"Sehr einfache Bedienung, super Sache!",,,5,1.0.6,Isa G.,PlayStore,https://lh3.googleusercontent.com/a-/AOh14Gj42fulVfcZ_5xtq07aYgYfRbZ3h5yEqQJ15zaczQ,0.0,,
783,,2020-04-22 16:22:22+00:00,,,Top,,,5,1.0.6,Thomas Kippenberg,PlayStore,https://lh3.googleusercontent.com/a-/AOh14GiSONGhctgEXSm7nH6mYTJqu5taDyfK99UFbwXaAg,0.0,,
1626,,2020-04-14 10:39:08+00:00,,,Die App macht was sie soll. Anfängliche Schwierigkeiten bei der Anzeige der bisher gespendeten Tage sind inzwischen behoben.,,,5,1.0.6,Dominic Hofmeier,PlayStore,https://lh3.googleusercontent.com/a-/AOh14GgtFQfx3_EhPXehl4_4_-3KbiHYqDAQRRZYHk3K,0.0,,
942,,2020-04-19 16:29:53+00:00,,,"Auf den 2. Anlauf funktioniert jetzt alles perfekt. Anfangs war zwar Garmin verbunden, aber es zeigte keine Spendetage. Habe jetzt in der App Garmin abgemeldet und neu verbunden, seitdem funktioniert auch die Anzeige der gespendeten Tage 👍",,,5,1.0.6,Sven Handrick,PlayStore,https://lh3.googleusercontent.com/-tIx8QBMK-vY/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclga97m4j-ETdg6jX5YPXEKfv8x-Q/photo.jpg,0.0,,
1064,133.0,2020-04-23 12:14:20+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=3/sortby=mostrecent/5852501279,App wieder gelöscht !!!,"Habe die App wieder gelöscht da ich nicht nachvollziehen konnte welche Daten übertragen wurden, bzw. ob überhaupt Daten übertragen wurden. Bin gern bereit zu helfen, aber nicht unter diesen undurchsichtigen Voraussetzungen.....",0.0,0.0,1,1.0.7,Heiko Thömen,AppStore,,,,
1079,120.0,2020-04-24 17:01:26+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=3/sortby=mostrecent/5858262979,Gut gemeint,"...schlecht gemacht.
Leider gibt es nach 16 Tagen Datenspende bis heute keine Transparenz (z.B ein tägliches einsehbares Protokoll über die konkreten Werte die gespendet wurden) über die konkreten Daten, die gesendet wurden.
In Verbindung mit der Nichteinhaltung der eigenen Versprechungen zum Datenschutz (Quelle Heise 21.04.2020) nicht i.O.
Spende beendet.",3.0,5.0,1,1.0.7,Denlock63,AppStore,,,,
1060,137.0,2020-04-23 05:30:26+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=3/sortby=mostrecent/5851286593,Sicherheit und Datenschutz,"Nach der Kritik des CCC bzgl. Schwachstellen in Sicherheit und Datenschutz lösche ich diese App erstmal. Vertrauen ist wichtig bei einer Datenspendeapp. (Quelle: Heise, 21.4.20)",2.0,2.0,1,1.0.7,Raserford,AppStore,,,,
1077,122.0,2020-04-24 15:36:05+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=3/sortby=mostrecent/5857956675,Datenschutz Problem,"Ich weiß, dass diese App nichts damit zu tun hat, aber ein Institut, das die Datenschutz-Katastrophe Pepp-PT unterstützt bekommt von mir GAR KEINE Daten. Vertrauen verspielt RKI, Glückwunsch...",2.0,2.0,1,1.0.7,Trooper_Super,AppStore,,,,
1078,121.0,2020-04-24 16:47:58+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=3/sortby=mostrecent/5858215470,updates,"vielleicht sollte man mal klar kommunizieren
was bei den updates passiert. werden die beanstandungen gefixt, die der ccc gemacht hat oder nicht? wenn das nicht transparenter wird und die angeforderten verbesserungen in sachen datensicherheit nicht gemacht werden, dann loesche ich die app wieder. der zugriff auf apple health bleibt solange verwehrt. ich guck mir das ganze noch 1-2 wochen was ihr macht.",2.0,2.0,1,1.0.7,paula breitner,AppStore,,,,
1081,118.0,2020-04-24 19:19:23+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=3/sortby=mostrecent/5858713478,"Idee gut, Umsetzung mangelhaft","Ich kann mir nicht vorstellen, dass diese App funktioniert... nach Installation hat die App erst einige Tage gebraucht ehe sie die „gespendeten“Tage angezeigt hat und seit gestern habe ich plötzlich wieder Null-Tage. Zudem ist nicht ersichtlich was übermittelt wurde. 
Dachte erst es wäre eine gute Sache meine Daten zu spenden, mittlerweile zweifle ich dran.
Werde die App wahrscheinlich wieder deinstallieren.",0.0,1.0,1,1.0.7,Lotta _B,AppStore,,,,
1068,129.0,2020-04-23 21:54:54+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=3/sortby=mostrecent/5854535152,Intransparent,"in keiner Weise sollte man sich hier beteiligen. Das RKI sollte neben dem wissenschaftlichen Bereich in dem sie Ahnung haben auch sich selbst Rat holen bzgl. IT und Datenschutz. 
Die App. ist einfach nur dahin gepfuscht.",1.0,1.0,1,1.0.7,Dr. von just,AppStore,,,,
1075,124.0,2020-04-24 13:10:38+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=3/sortby=mostrecent/5857397403,Quellcode sollte einsehbar sein,"Quellcode sollte einsehbar sein (oder noch besser gleich unter einer Open Source Lizenz verfügbar sein) und die erhobenen Daten sind nicht anonymisiert, entgegen der Datenschutzbestimmung (außer Apple Health)",4.0,4.0,1,1.0.7,MeM81,AppStore,,,,
1070,25.0,2020-04-24 06:37:14+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=1/sortby=mostrecent/5856128613,Lüge,Alles gelogen. Dient doch so nur zu allgemeinen Überwachung um die Bevölkerung zu unterdrücken 😡,1.0,3.0,1,1.0.7,ShikutokuMote,AppStore,,,,
1072,127.0,2020-04-24 07:37:16+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=3/sortby=mostrecent/5856308199,Mängel beim Datenschutz,"Der Chaos Computer Club hat die App analysiert und kommt zum Schluss, dass es große Mängel beim Datenschutz gibt. Spenden für eine so wichtige Sache ist gut und wichtig, aber nur, wenn die Daten ernsthaft geschützt werden. Wenn in naher Zukunft die Mängel nicht behoben werden, wird die App wieder deinstalliert.",1.0,1.0,1,1.0.7,.YuSuF.,AppStore,,,,
1065,132.0,2020-04-23 19:39:15+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=3/sortby=mostrecent/5854126037,Zähler bleibt auf 0 Tage,"Tolle Idee denke die App zählt nicht von Anfang an ist bei mir der Zählerstand auf 0.

Schade man ist Bereit die Daten zur Verfügung zu stellen und dann funktioniert die App nicht, da sollte der Entwickler nachbessern.",0.0,0.0,3,1.0.7,flocki2019,AppStore,,,,
1074,125.0,2020-04-24 12:48:18+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=3/sortby=mostrecent/5857311833,Inzwischen funktioniert die Anzeige der Tage.,"Was ich gerne noch hätte:
Info was genau gesendet wurde.
P.S.
Würde sogar noch mehr Daten freiwillig senden, das könnten Sie doch optional anbieten.",0.0,0.0,3,1.0.7,"""He does all things well""",AppStore,,,,
1080,119.0,2020-04-24 18:25:32+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=3/sortby=mostrecent/5858545039,Akku Sauger,"Ich hatte die App installiert, um meinen Beitrag zu leisten. Leider zieht die App den Akku meiner Garmin Fenix 6 Pro extrem schnell leer. Wenn ich normalerweise 10 - 14 Tage hingekommen bin, so schafft die Uhr bei Nutzung der App keine Woche. Also habe ich die App wieder deinstalliert. Das geht so gar nicht!
Ansonsten hat die App ab dem ersten Tag angezeigt, dass sie Daten übermittelt hat. Leider sieht man nicht welche Daten. Ich hatte sie knapp zwei Wochen installiert.",0.0,1.0,3,1.0.7,Andreas1972,AppStore,,,,
1061,136.0,2020-04-23 06:04:10+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=3/sortby=mostrecent/5851375743,Scheint zu funktionieren,"Also bei mir läuft sie. Der Tagesspendenzähler funktioniert. Akkuleistung hat sich auch nicht verändert bei meinen XR 
Und für einen guten Zweck ist es allemal gut was zurück zugeben.",0.0,0.0,5,1.0.7,rkleipzig,AppStore,,,,
1066,131.0,2020-04-23 19:54:41+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=3/sortby=mostrecent/5854175356,This app is a very amazing Idea,"But sad that it is just in german and not in english available. 

I had no problems with the functionality or installing but I can’t suggest it to my friends and family because they don’t have a smartwatch.",0.0,0.0,5,1.0.7,ina.w,AppStore,,,,
