,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
6934,Angela Karnahl,https://lh3.googleusercontent.com/-Gn9ejM3KQ7g/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJPSTmHiUhS_8BickT0et5BCkeHkpw/photo.jpg,Kann leider nicht mit meinem Tracker von Xiomi verbunden werden,1,0,1.0.1,2020-04-07T20:46:23,,
6935,Patrick Zielke,https://lh3.googleusercontent.com/a-/AOh14GiV4km3u6hyHIlxgl_3lkIuEjsl4TCfYc8Ql2nJlA,"Irgendeine Meldung wegen zu vieler Google-Anmeldungen. Funktioniert also bei mir nicht. Und ja, Mailadresse eingeben ist schwierig...",1,1,1.0.1,2020-04-07T20:46:12,,
6936,Sven,https://lh3.googleusercontent.com/-IM0tgfS4tP8/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJMOqvz21Ri5yNViz9Pv-ACMVzRh7A/photo.jpg,An sich gut aber man sollte Samsung health mit einfügen da es oft benutzt wird da es eine vorinstallierte App ist.,3,0,1.0.1,2020-04-07T20:45:36,,
6937,Marion Gerisch,https://lh3.googleusercontent.com/-1Xa0T7jbLCc/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJO49GfNdPLfaY7Et_CvWbF9xLa0MQ/photo.jpg,Warum funktioniert die App nicht übers Handy? Ich besitze keine andere Möglichkeit die App mit dem Hady zu nutzen. Habe gerade die App auf meinem Handy runter geladen - leider umsonst.,1,0,1.0.1,2020-04-07T20:45:28,,
6938,Marco Pilwat,https://lh3.googleusercontent.com/-CpAobdbgW3w/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJOaRQ8e0uD40Nc2-jgMrlEgBbRC4Q/photo.jpg,"Googlefit lässt sich nicht verbinden, Fehler 403. Schade.",2,0,1.0.1,2020-04-07T20:45:20,,
6939,Marc Sirlin,https://lh3.googleusercontent.com/a-/AOh14GhW1CuFgcJ71n2lzhAkVx4qXSjkcMCkobSl4WS32w,Würde ja gerne helfen aber gängige Smartwatches wie Samsung ist zum Beispiel nicht mit drin. Von daher ist der Grundgedanke zwar gut aber schlecht umgesetzt.,1,0,,2020-04-07T20:44:59,,
6940,Ein Google-Nutzer,https://lh3.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Wäre gerne dabei, habe allerdings einen tracker von samsung, wann werden diese mit in die wearables aufgenommen?",1,0,1.0.1,2020-04-07T20:44:56,,
6941,kleriker leo,https://lh3.googleusercontent.com/a-/AOh14Gii8jyYAAiWp698OdlV8YCKqkrLeljFErWbPQej36s,Samsung Gear S3 wird nicht unterstützt. App konnte ich ohne Probleme auf dem Samsung S8 installieren,1,0,1.0.1,2020-04-07T20:44:55,,
6942,Stephan Nietfeld,https://lh3.googleusercontent.com/a-/AOh14Gg0J2mlXNqUvb8adQN0o2d_O_XP6DASFIM2KK5IzA,"Also App installiert. Benutze eine Garmin Vivoactive HR mit der GarminConnect App auf einem Android Smartphone. Entsprechend Garmin bei Datenquellen angeklickt. Daneben drehen sich jetzt Pfeile. Bedeutet das, dass die Verbindung besteht oder nur, dass versucht wird eine herzustellen?",4,0,,2020-04-07T20:44:49,,
6943,Thomas Westphal,https://lh3.googleusercontent.com/a-/AOh14Gh993CLMZ9KLNFc39sVaRQ4MaGBqmhfMgnz7RKS,Geht nicht zeigt fehler 403 auf,1,0,1.0.1,2020-04-07T20:44:40,,
6944,Andrea Beddig,https://lh3.googleusercontent.com/a-/AOh14GhLQCKo-Vj6xD-KCPaBetLM5ax-svSJWst_xQvPsQ,Samsung Galaxy Watch activ II ist leider nicht dabei. Ein Hinweis in der Beschreibung welche Fitnesstracker unterstützen dürfen hätte ich mir das installieren gespart.,1,0,,2020-04-07T20:43:34,,
6945,Carsten Reiche,https://lh3.googleusercontent.com/-IGKwA9UKAoQ/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJPn59QrOIB17YxaT-SneMdRgZp6Qg/photo.jpg,Es ist keine Datenspende oder Umfrage. Man muss definitiv einen von sechs Fitness Trackern haben. Dann muss man sich beim jeweiligen Trackern Hersteller mit Username und Passwort anmelden. Absolut unsicher. Und ich habe keinen Tracker. Ich wollte Daten spenden.,1,0,1.0.1,2020-04-07T20:42:53,,
6946,Martin Fleige,https://lh3.googleusercontent.com/-LFFYkhqaEBE/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJOhbzp8FwWE9SrpuzGacr4Rg3cExQ/photo.jpg,"Eine tolle Sache, viele Smartwatches werden jedoch noch nicht unterstützt , bin dabei, sobald Samsung Smartwatces kompatibel sind👍🏼...",4,0,1.0.1,2020-04-07T20:42:23,,
6947,Kurt Lämmlein,https://lh3.googleusercontent.com/a-/AOh14GgA79z0Z9dOABp2tGTmTZU2zHpKom7ixskVk6I5NQ,"Es war einfach mich anzumelden. Offensichtlich hat die App auf meine Daten von Fitbit zurück gegriffen, da ich nicht nach Größe oder Gewicht gefragt wurde. Schade dass ich selbst nicht informiert werde, wenn die App meint, dass ich infiziert bin. Bin aber gerne dabei um zu helfen. Viel Erfolg",4,0,1.0.1,2020-04-07T20:42:06,,
6948,MathrimDraven,https://lh3.googleusercontent.com/-Y5v2gmjRh9U/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJMMY0-fTpEsRLpb7Ih2lH4hUZpTVA/photo.jpg,"Einrichtung völlig problemlos und einfach. Scheint zu tun, was sie soll.",5,0,1.0.1,2020-04-07T20:41:10,,
6949,Christiane Thomas-Reyer,https://lh3.googleusercontent.com/-qRm0VDl5FUM/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJP1-lbkLwNS9iJglVuSRDih-1OXyA/photo.jpg,Schade Samsung wird nicht unterstützt. ☝️,1,0,,2020-04-07T20:41:01,,
6950,Oliver G,https://lh3.googleusercontent.com/a-/AOh14GjOK5L_5hOi6A4cVllPsSSYKPMeX-9SXkTyanmP,"Ich habe eine Amazfit GTR, die ihre App leider noch nicht unterstützt. Bitte die Amazfit- und MI-App hinzufügen, dann können noch weit mehr mitmachen. Vielen Dank.",1,0,1.0.1,2020-04-07T20:40:52,,
6951,Siegfried Baer,https://lh3.googleusercontent.com/-wbad8s9frGM/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJPtvOK38IEwDtRYPl9ozFrXPcPSeQ/photo.jpg,Gehöre zur Risikogruppe. Leider geht die App nicht mit Samsung Uhren. Wenn ja sofort 5 Sterne,2,0,1.0.1,2020-04-07T20:40:35,,
6952,Susanne Lingner,https://lh3.googleusercontent.com/-6ajVXcxrtW8/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJP0F93xparpKGeB1aqSwKxxZyJNIQ/photo.jpg,"Hatte keine Probleme beim Einrichten der App, kurzzeitig war die App bzw. der Server sicherlich auf Grund des großen Interesses überlastet, was natürlich absolut positiv ist wenn sie ganz viele Smartwatchbenutzer daran beteiligen",5,0,1.0.1,2020-04-07T20:40:21,,
6953,Oktay Yilmaz,https://lh3.googleusercontent.com/a-/AOh14Gj2yV43xOW7IR6VII4vXjOahXYFmVB5ocAivNyPLak,Nutzerzahl überschritten für googlefit user dadurch keine verknüpfung möglich,1,0,1.0.1,2020-04-07T20:40:02,,
6954,Simone G,https://lh3.googleusercontent.com/a-/AOh14GjLtIf4hLb35FdjR0aojSKHn9JAIx66izFlhGr4yA,"Leider habe ich eine Amazfit GTR, die Ihre App nicht unterstützt! Gerne würde ich meine Daten spenden! Wird Amazfit mit in Ihrer App verknüpf?! Super Sache!",1,0,1.0.1,2020-04-07T20:40:01,,
6955,Scrip ter,https://lh3.googleusercontent.com/-wTmdLsfh4VI/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJOmxQNRCsjmQUWL3mfpsP27kT9JEg/photo.jpg,Leider ist zum Betreiben der App ein Fitnessarmband oder eine Smartwatch einer bestimmten Marke notwendig. Somit für viele nicht direkt einsetzbar.,2,0,1.0.1,2020-04-07T20:39:54,,
6956,Mandy M.,https://lh3.googleusercontent.com/-dfma4Wm4s90/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJNYQEkS3ot1TJyLvexQqixkYlyCFQ/photo.jpg,"Ich benutze eine GearFit2 - kann ich mich damit nicht anmelden? Die Anmeldung über Google ist nicht mehr möglich Tolle Idee der App, das möchte ich gerne unterstützen!",2,0,1.0.1,2020-04-07T20:39:42,,
6957,Wilhelm Trauer,https://lh3.googleusercontent.com/a-/AOh14GgCABbifHsg-fM3r2dI5y7YejY7RqjBiJWZ67_3,"Super Idee, schön wäre eine Einbindung von Huawei health.",5,0,1.0.1,2020-04-07T20:39:05,,
6958,Roby Rob,https://lh3.googleusercontent.com/a-/AOh14GjfcUt77ozCruezZuXgY3jXuzqh2fdXr4ByewugLw,"Ohne Nutzen!! Nur Datenklau und hilft kein Stück gegen Corona! Bin enttäuscht, die Zahlen gehen weiterhin hoch, da helfen keine Daten-spenden, sondern nur echte Taten!!!!",1,0,1.0.1,2020-04-07T20:39:05,,
6959,Vanessa He,https://lh3.googleusercontent.com/-VKF_4aC4qiE/AAAAAAAAAAI/AAAAAAAAIyA/AAKWJJOe-N-qcgMiu-_N5FNsqE-IdIo7mw/photo.jpg,"Bei mir funktioniert es mit google fit wie es aussieht. Super, dass es jetzt los geht!",5,0,1.0.1,2020-04-07T20:39:00,,
6960,Ed D.,https://lh3.googleusercontent.com/a-/AOh14Gjl64hQ5PGF_QOAlTq-xxazdDHnqoWhVD41ATtYy2g,Man kann sich nicht in seinen Health Apps anmelden!,1,0,,2020-04-07T20:38:55,,
6961,Marcel Wille,https://lh3.googleusercontent.com/-6X37hjRZJFo/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJMBgYsy0bQmbJZxltQxq8zQoCdS8w/photo.jpg,"Leider kann ich mich nicht bei garmin anmelden, da sich das Fenster der Sonderzeichen automatisch nach kurzer Zeit wieder auf die Tastatur umstellt. Geht nur über Umwege.",4,0,1.0.1,2020-04-07T20:38:40,,
6962,Hubi 82,https://lh3.googleusercontent.com/a-/AOh14GjjVBYP6m5WJSUIEPMfHGjC4hm2K7FWa_jOSnoRzA,Ich würde gerne helfen. Leider nutze ich eine Samsung Gear S2 mit der Samsung Health App. Scheinbar kann ich diese nicht mit der RKI App koppeln. Also App wieder deinstallieren?! Oder kann jemand helfen wie es trotzdem funktioniert?,4,0,1.0.1,2020-04-07T20:38:31,,
6963,Dirk Lenz,https://lh3.googleusercontent.com/-MsjsLiMD7Cs/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJNzvj_AvebednSQ6qtphAP7DA5t6w/photo.jpg,"?????? Ich verstehe nicht warum ich, wenn ich die App habe jetzt noch ein Google Konto eröffnen muss oder ein Facebook-Konto hinzufügen muss??? Alleine funktioniert die App wohl nicht. Wenn ich mich mit einem facebook oder google konto anmelden muss dann kann die App ja nicht anonym sein! Ich wollte ja helfen will aber keine anderen Konten eröffnen. Also wieder deinstalliert.",1,17,1.0.1,2020-04-07T20:38:19,,
6964,lele la,https://lh3.googleusercontent.com/a-/AOh14GgH4XKwuT5qcA9DORg2cNbRffXOyywSifapAWMX,Hat keinen sinn unötig nur datenklau,1,0,1.0.1,2020-04-07T20:38:06,,
6965,Duffy Duck,https://lh3.googleusercontent.com/-hKuO4prT3tE/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJOpoVXhHiCRFpKAD_3GR-A8X955HQ/photo.jpg,Zuwenig Anbieter in der App,1,0,1.0.1,2020-04-07T20:37:49,,
6966,Rainer Buiker,https://lh3.googleusercontent.com/-pcAlJGLd_QA/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJNhbW0mcvr6tLhSwOz1vJBE3h00Uw/photo.jpg,Leider nicht mit Mii Fit ... schade,1,0,,2020-04-07T20:37:37,,
6967,Ina Göpfert,https://lh3.googleusercontent.com/-x5WhKCob6Q8/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJMQQK2PZ8HtcQGmTTzelk4quOK0mw/photo.jpg,"Hallo, finde die Idee wirklich super und würde meine Daten auch übermitteln. Habe aber ein Samsung wearable, damit geht es leider nicht. Ich hoffe ganz fest dass ihr daran arbeitet. Ich lasse doe App noch ein paar Tage installiert und hoffe auf ein Update für Samsung.",4,0,1.0.1,2020-04-07T20:37:06,,
6968,Michael F,https://lh3.googleusercontent.com/a-/AOh14GhiizG6M6lvIbHLahfpJNieS20Vf6lG4v2mVWY,"Hat alles wunderbar mit meiner fitbit funktioniert. Helfe gerne mit im Kampf gegen das Virus , und wünsche allen Beteiligten das sie gesund bleiben. P.s natürlich auch den unbeteiligten bleibt Gesund.",5,0,1.0.1,2020-04-07T20:36:44,,
6969,Heinz Knäpper,https://lh3.googleusercontent.com/a-/AOh14GhIKSsU7DJY8RxYVNevn6wVbf5yXKAHCP1hbQgr,"Wofür braucht eine sogenannte Anonyme App meine Zugangsdaten für den Play Store........obwohl der Play Store im HG geöffnet war! Damit ist für mich klar, daß die Daten zur Smartwatch zurück verfolgt werden können! So nicht Freunde, sofort wieder deinstalliert!",1,0,,2020-04-07T20:36:36,,
6970,Ralf Becker,https://lh3.googleusercontent.com/a-/AOh14Gi8ZNcqPo4y84NP2LScTKI-XV_P1UNMYcyFmvrT4A,Ach einfach labern lassen die App ist gut und wird mit der Zeit besser DANKE FÜR DIESE SCHNELLE APP......... WIR SAGEN DANKE.......,5,0,1.0.1,2020-04-07T20:36:02,,
6971,Verena K.,https://lh3.googleusercontent.com/-e_i9Ak-Sil8/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJOif48QwfXVDpCzPFEMqltAXOrN7A/photo.jpg,"App lies sich problemlos installieren und mit meinem Garmin-Konto verknüpfen. Nachdem ich nun gelesen habe welche Daten von Interesse sind, frage ich mich jetzt aber, ob ich für eine bessere Datenqualität die Uhr jetzt 24/7 tragen sollte. @RKI: Gibts irgendwo ne kurze Anleitung, was der User tun kann, um fehlerhafte Daten zu vermeiden? Direkt in der App wär die Info natürlich am Besten aufgehoben.",4,17,1.0.1,2020-04-07T20:35:55,,
6972,Wolfgang Kuerpik,https://lh3.googleusercontent.com/-2XqBc4Czlqo/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJOMl5Ezti6LxgNeuuLZCoy1eBzCWQ/photo.jpg,Stürzt leider bei der Passworteingabe für Googlefit ab.,1,0,,2020-04-07T20:35:54,,
6973,Dogs Red Line,https://lh3.googleusercontent.com/a-/AOh14GgN8NnLmuoNXo26nSpYcec47vMwRUnsc8hkO6IiSw,"Würde die App gerne unterstützen, aber meine Gear S3 ist leider nicht kompatibel. Schade eigentlich.",1,0,,2020-04-07T20:35:49,,
6974,Olivarius Stilus,https://lh3.googleusercontent.com/a-/AOh14GgqMxU33swpsrXjRSc9_lck7dNi4bQ-cxj4hXRLiw,"Leider kann ich meine Amazfit GTR nicht verbinden, da der Hersteller in der Liste fehlt. Bitte nachbessern",3,0,1.0.1,2020-04-07T20:35:38,,
6975,Maren Sydekum,https://lh3.googleusercontent.com/-UTSgGiIfvkk/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJMq-Jcr7Bv-VITGSABzyJYoF_q5Mg/photo.jpg,"Leider kann ich die App nicht mit meiner Samsung Galaxy Watch nutzen, daher Deinstallation...",1,0,1.0.1,2020-04-07T20:35:34,,
6976,ba bla,https://lh3.googleusercontent.com/-g2W0X6-c7k4/AAAAAAAAAAI/AAAAAAABKA8/AAKWJJNOmUTjyVn42EIkKwMnFPvS6jf3sw/photo.jpg,"Ich würde gerne unterstützen, allerdings gibt es nicht die Möglichkeit einer Verbindung mit Samsung? Das ist keine Glanzleistung seitens der Entwickler. Sehr schade... Ich hoffe auf eine zügige Nachbesserung der App!",1,2,1.0.1,2020-04-07T20:35:23,,
6977,Roberto Mladina,https://lh3.googleusercontent.com/a-/AOh14Ghoxc55IbyNY4lq3ZMCQtJ6kBpXgI7wYhTn9fYkhDU,"Lässt sich mit Google Fit nicht verbinden. Es erscheint ""Fehler 403: rate_limit_exceeded. Bei dieser App würden die empfohlenen Raten für Nutzer überschritten, die sich über Google anmelden. Etc..."" Mit Huawei Health lässt sich die App auch nicht verbinden.",1,2,1.0.1,2020-04-07T20:35:21,,
6978,Mark Leipertz,https://lh3.googleusercontent.com/-rPS_mP_hJb4/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJPJajdIW7j6uTaV1cik8bhsNGHKZA/photo.jpg,Keine Möglichkeit die Smartwatch von Samsung einzubinden,1,0,,2020-04-07T20:34:40,,
6979,Susanne Katter,https://lh3.googleusercontent.com/a-/AOh14Gi4hRudJBAFyJDAhwqDfb6NlKoDT84rtI80bUlzwg,Würd mich ja gern eintragen aber scheinbar ist diese app total überlastet...error 403,1,1,1.0.1,2020-04-07T20:34:34,,
6980,Alf Melmak,https://lh3.googleusercontent.com/a-/AOh14GhJJujDHrGJT1Y8AOcdyy3SZrHIRZXjjaeNCpZC,Die wichtigsten Hersteller wie Samsung und Huawei mit ihren weit verbreiteten Geräten werden nicht unterstützt.,2,0,1.0.1,2020-04-07T20:34:21,,
6981,balaban t & e,https://lh3.googleusercontent.com/a-/AOh14Ggwvq1xAEfC65UmUix6FJUw5zEjXy9ft7P1PkLGQA,Warum wearables? Wir möchten doch alle diese App nutzen. Ich trage keine wearables... Schade habe lange auf eine App gewartet.,2,0,1.0.1,2020-04-07T20:33:53,,
6982,C B,https://lh3.googleusercontent.com/-Df9f9BWF5X8/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJM5EITvYI3JJrDLkGmF4T4wgg-eMg/photo.jpg,"Es wäre vorteilhaft, wenn vor der Installation (und auch den Medien) mitgeteilt werden würde, welche Uhren und Fitnestracker unterstützt werden. Meine Samsung Smartwatch ist z.B. nicht dabei.",2,0,1.0.1,2020-04-07T20:33:39,,
6983,Desiree Maus,https://lh3.googleusercontent.com/-WXzR7a0KUqs/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJPMvxFO7hevA0WAx0J6g0pwHSOUAw/photo.jpg,Bisher leider keine Unterstützung von Mi-Fitnessarmbändern.,3,0,,2020-04-07T20:33:01,,
6984,Ulf Ja,https://lh3.googleusercontent.com/-gPTkOhkgpWM/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJOkBwYMILMeRY2vCOqXy1rXeD-caA/photo.jpg,"Ich kann meine Email-Adresse (Polar) nicht eingeben (Samsung Galaxy S7, Android 8). :-(",2,0,1.0.1,2020-04-07T20:32:55,,
6985,Klaus Faenger,https://lh3.googleusercontent.com/-qd5NelVFGFg/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJM3amRI-TiZ4RuwMqHdfWZS-8YHzw/photo.jpg,Very fitt pro nicht enthalten kann deshalb nicht aktiviert werden,1,0,1.0.1,2020-04-07T20:32:52,,
6986,Claudia Zenker,https://lh3.googleusercontent.com/-5pt-ALWfISI/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJOmIxGjm9NDZYbyBuWDpLm7yqUcRg/photo.jpg,"Funktioniert die app auch mit Samsung Gear? Unter Herstellern steht fitbit, polar, google, etc - ist ja aber alles nicht Samsung, um app mit der Uhr zu verbinden...",1,0,1.0.1,2020-04-07T20:32:50,,
6987,Ronald Malitz,https://lh3.googleusercontent.com/a-/AOh14GjbJVLaroAlnsBDel8nuDE61FKpXD9wNC6_7WH_,Unterstützt keine Huawei Uhren,1,0,,2020-04-07T20:31:47,,
6988,Adam Bat,https://lh3.googleusercontent.com/-IJ9DG72ydlo/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJMqbauzQw9Vwj7RmjtumDCsK99Lfg/photo.jpg,"nur 5 Hersteller von wearables integriert, davon geht, wie die homepage sagt , google fit noch nicht. Samsung oder Apple fehlen auch. Also wenig zu gebrauchen. Wenn man so viele Leute erreichen will aber die grossen Hersteller nicht drin hat ist das doch nicht hilfreich. Meine 2 Marken , abgesehen von den genannten sind auch nicht drin. Werde die App löschen. Sorry RKI.",1,0,1.0.1,2020-04-07T20:31:24,,
6989,Frank Ulke,https://lh3.googleusercontent.com/a-/AOh14GgbVIMbECqfZWSwJcrZBU1KWyFDaywxzI74grr5LQ,"WIR müssen das RKI,Institut unterstützen im Kampf gegen Corona.Die App ist super und sehr praktisch. Helft mit und ladet euch die App runter,Der Datenschutz wird gewahrt",5,0,1.0.1,2020-04-07T20:31:05,,
6990,Angelika Röseler,https://lh3.googleusercontent.com/-_5prtJu1_VA/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJOO5jNmWxUU24Pzl2ZucSRnPlaVgg/photo.jpg,App installieren funktioniert. Fitbit anmelden leider nicht. Da hängt sich die App auf.,2,0,1.0.1,2020-04-07T20:30:52,,
6991,Andy-christopher Lewerenz,https://lh3.googleusercontent.com/-0EN7lutH2PI/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJNMo22wm0HTJ7FlR2Wh4cKT3IniRQ/photo.jpg,"Die Idee find ich gut, nur das ich mich nicht mit Google anmelden kann weil sich zu viele angemeldet haben ich hab gedacht das könnten alle machen um zu helfen?🤦‍♂️",2,0,1.0.1,2020-04-07T20:30:38,,
6992,Jule Schälicke,https://lh3.googleusercontent.com/-3JHGZftbSo0/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJOIciX7o3C1d-aR8Tlaqc8h0W9_RQ/photo.jpg,"Leider noch keine Samsung Wearables anmeldbar - mit Samsung Health werde ich das gern nutzen. Aktuell geht es leider noch nicht. Trotzdem eine gute Sache, bitte weiter entwickeln, damit mehr es nutzen können!",3,0,1.0.1,2020-04-07T20:30:32,,
6993,Michael Pieper,https://lh3.googleusercontent.com/-zT50rNNhjwA/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJNEZR8_HIa7LqFWscCdMCQQeerjFw/photo.jpg,"Man kann sich nicht einloggen da das @nicht eingegeben kann, echt schlecht denn eigentlich super Idee",1,0,1.0.1,2020-04-07T20:30:18,,
6994,Elli Wichmann,https://lh3.googleusercontent.com/-Hfsi1KNFS3s/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJPyR1VNyI0ZLZJvZwcG9Df7IBVRsg/photo.jpg,App installiert ohne Probleme. Hoffe damit auch helfen zu können.,1,0,1.0.1,2020-04-07T20:30:08,,
6995,Eddie H,https://lh3.googleusercontent.com/-1TCfTeVbaE4/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJOrhB6KIVh3sAXGNE8SWXSl7C0cBA/photo.jpg,Google login nicht möglich,1,0,1.0.1,2020-04-07T20:29:45,,
6996,Uwe Mayer,https://lh3.googleusercontent.com/-tcVZnHqVCaI/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJNhopXAzrslWFgtmrA1fuFz7ehj1Q/photo.jpg,"Funktioniert wie beschrieben und die unterstützten Geräte sind auf der Webseite angegeben. Falls die Anmeldung nicht klappt, dann später nochmal probieren. Als quelloffene Software wäre noch ein sechster Stern drin gewesen. Auf einem Pixel 2XL - auch mit Passwort Manager - und Garmin Uhr keinerlei Probleme.",5,0,1.0.1,2020-04-07T20:29:21,,
6997,Désirée Waidner,https://lh3.googleusercontent.com/-xPx7H4mZjig/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJMhOhyDksd20f_UakK3ZEn4rmXn2A/photo.jpg,"Ich würde die App sehr gerne ausprobieren und meinen Teil beitragen, allerdings kann ich die ""Sonderzeichen"" (@ oder -) meiner E-mail Adresse nicht eingeben. Ich hoffe die Probleme sind bald behoben. Freue mich dann sehr :)",3,0,,2020-04-07T20:29:22,,
6998,LoSt!,https://lh3.googleusercontent.com/a-/AOh14GiDNoSKLmd1Oe11ppLWZZAFQ9c4FvTPJKjIErNanA,Alles gut Funktioniert mit Garmin,5,0,1.0.1,2020-04-07T20:29:20,,
6999,Ronny Weidinger,https://lh3.googleusercontent.com/-xcwrUnoUrKQ/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJOZq-m7SiKPCRYeM0Vd9FwsTaZZOA/photo.jpg,Gute Idee würde gerne mitmachen leider mit der Samsung watch nicht zu gebrauchen,3,0,1.0.1,2020-04-07T20:29:16,,
7000,Krasse Mangoo,https://lh3.googleusercontent.com/a-/AOh14GiXJvNK6Xpg5GSatl1VdlMS_UjdS5Tj0-6bjP2j,"Muss mich mit 5 verschiedenen Apps verknüpfen. Gebe keine weiteren Daten bekannt, passt auf eure Daten auf!",2,0,,2020-04-07T20:29:13,,
7001,Lars T.,https://lh3.googleusercontent.com/-JrmFt5bpz6Q/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJMUR0WkjJ-gZIVgQqe_Pb1xjpDE_w/photo.jpg,Simpel und wahrscheinlich sehr effektiv bei Massennutzung. Ich unterstütze das und gebe volle Sterne. Der Wille zählt!,5,0,1.0.1,2020-04-07T20:29:08,,
7002,Sara Ett,https://lh3.googleusercontent.com/-YXRRkGVJ1kI/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJOROLdSN6ve6zHrMHxQfTJ2kHpKUw/photo.jpg,"Ich war echt gespannt auf die App. Leider kann ich meine Smartwatch nicht damit verbinden, da mir der Hersteller (Samsung) nicht angezeigt wird. Somit kann ich meine Daten leider nicht ""spenden""",2,0,1.0.1,2020-04-07T20:28:54,,
7003,S Ar,https://lh3.googleusercontent.com/-m-92piqR5iE/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJO8gfAdRJlM8Ho5P3kPvCfCwfxBSw/photo.jpg,"Super Idee, aber nur fünf wearables auswählbar, also keine Registrierung möglich, schade",2,0,1.0.1,2020-04-07T20:28:46,,
7004,Uwe Verbarg,https://lh3.googleusercontent.com/a-/AOh14GidHk0RQunbfIeTigo-RLa8IkyTXdvYylTI2k3iFg,Funktioniert nicht bei meiner Kombination aus Samsung Gear S3 und Huawei Mate 20 Pro.,1,1,1.0.1,2020-04-07T20:28:26,,
7005,Miriam Schubert,https://lh3.googleusercontent.com/a-/AOh14GixNvm1X2ucb4LSQaIUgE36aLfNzkG9gsg0fR98zw,"Mi wird nicht unterstützt. Da ich damit aber tracke, kann ich meine Daten leider nicht spenden",2,0,1.0.1,2020-04-07T20:28:00,,
7006,Michelle Bo,https://lh3.googleusercontent.com/-LqnGcpNfwwM/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJNiv6ie76SzpYJ3B5y8yorcy1wbJg/photo.jpg,"Ich würde ja gerne helfen, leider ist die Samsung Fit 2Pro nicht in der Auswahl 😔",3,0,1.0.1,2020-04-07T20:27:39,,
7007,michael gypps,https://lh3.googleusercontent.com/a-/AOh14Gj7HhRZEa7-Ju5_KByIFeZZ2WOaGbN5oN0QT6nn,Mein Hersteller nicht vorhanden Xiaomi Mi band 3 bitte hinzufügen,1,0,1.0.1,2020-04-07T20:27:10,,
7008,Gerhard P.,https://lh3.googleusercontent.com/-YgLISf9D25w/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJO4d8y_-b1nqfCQ0_FcpCAlj_elog/photo.jpg,"Ich würde ja gerne, ich habe auch Datenvolumen und Zeit für den Download und die Installation verbraten, aber leider habe ich erst dann, nachdem ich meine PLZ mitgeteilt habe, festgestellt, dass mein ""Wearable"" von Amazfit gar nicht genutzt werden kann. Transparenz sieht anders aus.",1,0,,2020-04-07T20:26:45,,
7009,Marvin Glaser,https://lh3.googleusercontent.com/-a_cbfW7BwVk/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJNEgVb2687hO4I0VSmXZHmjgpfzaQ/photo.jpg,"App funktioniert nicht, keine weiteren Anmeldungen mehr über ein Google-Konto möglich.",1,0,1.0.1,2020-04-07T20:26:35,,
